,ID-ORDER,datetime,Q1a_lang1,Q2-1_Meetings_Freq,Q2-1_Meetings_Import,Q2-1_Meetings_Eng,Q2-1_Meetings_LES, Q2-2_PreparedStats_Freq,Q2-2_PreparedStats_Import,Q2-2_PreparedStats_Eng,Q2-2_PreparedStats_LES,Q2-3_PublicInter_Freq,Q2-3_PublicInter_Import,Q2-3_PublicInter_Eng,Q2-3_PublicInter_LES,Q2-4_SocialConv_Freq,Q2-4_SocialCon_Import,Q2-4_SocialCon_Eng,Q2-4_SocialCon_LES,Q2-5_CommPhone_Freq,Q2-5_CommPhone_Import,Q2-5_CommPhone_Eng,Q2-5_CommPhone_LES,Q2-6_ElicitGather_Freq,Q2-6_ElicitGather_Import,Q2-6_ElicitGather_Eng,Q2-6_ElicitGather_LES,Q2-7_SocialMedia_Freq,Q2-7_SocialMedia_Import,Q2-7_SocialMedia_Eng,Q2-7_SocialMedia_LES,Q2-8_EmailText_Freq,Q2-8_EmailText_Import,Q2-8_EmailText_Eng,Q2-8_EmailText_LES,Q2-9_MonitPubSpoken_Freq,Q2-9_MonitPubSpoken_Import,Q2-9_MonitPubSpoken_Eng,Q2-9_MonitPubSpoken_LES,Q2-10_MonitBroadcast_Freq,Q2-10_MonitBroadcast_Import,Q2-10_MonitBroadcast_Eng,Q2-10_MonitBroadcast_LES,Q2-11_GiveInstruct_Freq,Q2-11_GiveInstruct_Import,Q2-11_GiveInstruct_Eng,Q2-11_GiveInstruct_LES,Q2-12_MakeRequest_Freq,Q2-12_MakeRequest_Import,Q2-12_MakeRequest_Eng,Q2-12_MakeRequest_LES,Q2-13_Negotiate_Freq,Q2-13_Negotiate_Import,Q2-13_Negotiate_Eng,Q2-13_Negotiate_LES,Q2-14_Services_Freq,Q2-14_Services_Import,Q2-14_Services_Eng,Q2-14_Services_LES,Q2-15_SchedOrganize_Freq,Q2-15_SchedOrganize_Import,Q2-15_SchedOrganize_Eng,Q2-15_SchedOrganize_LES,Q2-16_Travel_Freq,Q2-16_Travel_Import,Q2-16_Travel_Eng,Q2-16_Travel_LES,Q2-17_WriteCorresp_Freq,Q2-17_WriteCorresp_Import,Q2-17_WriteCorresp_Eng,Q2-17_WriteCorresp_LES,Q2-18_SpeakExtempor_Freq,Q2-18_SpeakExtempor_Import,Q2-18_SpeakExtempor_Eng,Q2-18_SpeakExtempor_LES,Q2-19_ReadJobDocs_Freq,Q2-19_ReadJobDocs_Import,Q2-19_ReadJobDocs_Eng,Q2-19_ReadJobDocs_LES,Q2-20_Translate_Freq,Q2-20_Translate_Import,Q2-20_Translate_Eng,Q2-20_Translate_LES,Q2-21_Interpret_Freq,Q2-21_Interpret_Import,Q2-21_Interpret_Eng,Q2-21_Interpret_LES,Q2-22_MonitSpokenAccu_Freq,Q2-22_MonitSpokenAccu_Import,Q2-22_MonitSpokenAccu_Eng,Q2-22_MonitSpokenAccu_LES,Q2-23_ReviewEdit_Freq,Q2-23_ReviewEdit_Import,Q2-23_ReviewEdit_Eng,Q2-23_ReviewEdit_LES,Q2-24_Shop_Freq,Q2-24_Shop_Import,Q2-24_Shop_Eng,Q2-24_Shop_LES,Q2-25_OrderFood_Freq,Q2-25_OrderFood_Import,Q2-25_OrderFood_Eng,Q2-25_OrderFood_LES,Q2-26_Children_Freq,Q2-26_Children_Import,Q2-26_Children_Eng,Q2-26_Children_LES,Q2-27_Leisure_Freq,Q2-27_Leisure_Import,Q2-27_Leisure_Eng,Q2-27_Leisure_LES,Comments_Ratings,Translation_aids,Add_tasks,PostnRelabel,Bureau,Org Name,Country,Emp Grade,EmpGradeRank,Lang Cd,Emp Speak Proficiency 1,Speak Proficiency Plus,Emp Read Proficiency 1,Read Proficiency Plus,Postn Lang 1 Sp/Rd,Postn Lang 1 Sp,Postn Lang 1 Rd
24,NA00035,2017-09-01 07:35:00,Burmese,Daily,Very important,yes,yes,Every few months,Very important,,yes,Monthly,Important,yes,,Daily,Very important,yes,yes,Never - Can't do in the language,Very important,yes,yes,Daily,Very important,yes,yes,Never - Can't do in the language,Very important,yes,yes,Never - Can't do in the language,Very important,yes,yes,Daily,Very important,yes,,Never - Can't do in the language,Very important,,yes,Never - Can't do in the language,Slightly important,yes,,Never - Can't do in the language,Very important,yes,yes,Never - Can't do in the language,,yes,yes,Never - not applicable,,,,Never - Can't do in the language,Very important,no,yes,Weekly,Important,,,Daily,Very important,yes,,Never - Can't do in the language,,,,Never - Can't do in the language,,,yes,Never - Can't do in the language,,,yes,Never - Can't do in the language,,,yes,Daily,Very important,,,Never - Can't do in the language,,,yes,Daily,Slightly important,,,Daily,Slightly important,,,Daily,Slightly important,,,Weekly,Not important,yes,,"This has been a frustrating post.  Very few of the officers can actually use Burmese well enough to run meetings or even to understand normal conversation-- this includes those with 3/3 ratings.  almost all interaction is through english, or through LES.  although I only achieved a 2+/1+ rating, my spoken burmese is among the best in the embassy.  in fact i probably couldn't get the same rating today, though i could probably get a 3 in comprehension.  i am a strong language student but find that the infrastructure around burmese does not allow for easy learning.  the dictionaries are TERRIBLE.  the script is complicated, and when you hear a word there is no way to figure out how it is spelled.  so you simply cannot learn burmese by ear-plus-dictionary.  this is not a problem of the teachers, who try very hard.  it's a problem that there are three consonants that sound like ""d""; another three that sound like ""g""; another three vowels that sound like ""a""; so when you hear ""Gada"", the possible permutations of the word are infinite and unless someone writes it for you, you can't look it up.  so it is a very hard language to learn.  (for comparison, i am a 3/3 in japanese and chinese and am a very comfortable speaker in those languages.  ","checking english to burmese words only.  for the reasons above, burmese is impossible to spell into english unless you already know the word.  ",,Operations,EAP,RANGOON,BURMA,04,ENTRY,BY,2.0,0.5,1.0,0.5,0,0,0
25,NA00036,2017-09-01 06:35:00,French,Weekly,Very important,,yes,Every few months,Important,,yes,Monthly,Important,yes,,Daily,Important,yes,,Monthly,Important,yes,,Monthly,Very important,yes,,Daily,Very important,no,yes,Daily,Very important,yes,,Monthly,Slightly important,yes,yes,Daily,Important,,,Daily,Important,yes,,Daily,Important,yes,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Very important,yes,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Weekly,Very important,yes,,Daily,Very important,yes,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Every few months,Not important,,,Every few months,Not important,,,Daily,Important,,,Weekly,Slightly important,yes,,"This survey is flawed.  Rarely should be an option.  What is supposed to be the difference between reading job-related documents (which could be in a different language) and translating those documents?  Is this intended to be the formal act of translating (i.e., as a job requirement) or the natural translation that might come in daily interaction?  There is also no way to make the distinction for being at a post where there is more than one primary language -- and not the one I learned at FSI.  The majority of answers for ""done with LE staff assistance"" are the result of the primacy of the dominant, non-French language at post.",,"Yes, the daily social interactions that are NOT taught or reinforced at all at FSI.  How to meet people, pass them off to another person, ask polite (non-committal) questions, inquire about family and be compassionate as one is meeting subordinates, etc.  Small talk is the bread and butter of diplomats, especially those of us who are running missions.  Too much of FSI training is geared toward passing a test that has little bearing on how people actually use the language in day-to-day interaction.",Executive,AF,BUJUMBURA,BURUNDI,01,SENIOR,FR,3.0,,3.0,,FR,3,3
26,NA00037,2017-09-01 06:34:00,French,Every few months,Important,,yes,Every few months,,,yes,Never - not applicable,,,,Monthly,,yes,,Every few months,,,,Daily,,,,Every few months,,,yes,Daily,,yes,,Every few months,,,yes,Weekly,,,,Daily,,yes,,Daily,,yes,,Every few months,,,yes,Weekly,,yes,,Every few months,,,,Daily,,,,Weekly,,yes,,Every few months,,yes,yes,Daily,,,,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Weekly,,,yes,Never - Can't do in the language,,,,Weekly,,,,Weekly,,,,Daily,,,,Weekly,,yes,,"I feel fairly comfortable speaking French in my daily work environment, but struggle when I go ""off road"" in social settings or in settings outside my normal work zone.  More practice in these kinds of settings would be helpful.  ",,,Customer Service,AF,OUAGADOUGOU,BURKINA FASO,02,MID,FR,3.0,,3.0,,FR,3,3
27,NA00038,2017-09-01 06:12:00,Italian,Weekly,Important,,,Monthly,Important,,,Every few months,Slightly important,,yes,Daily,Slightly important,,,Monthly,Slightly important,,,Every few months,Slightly important,,,Weekly,Slightly important,,yes,Weekly,Slightly important,,,Every few months,Slightly important,,yes,Weekly,Important,,yes,Daily,Important,yes,,Daily,Important,yes,,Every few months,Slightly important,,yes,Never - not applicable,,,,Every few months,Important,yes,,Monthly,Important,,,Monthly,Slightly important,,yes,Every few months,Slightly important,yes,,Weekly,Important,,,Monthly,Slightly important,,yes,Monthly,Slightly important,,yes,Every few months,Slightly important,,,Monthly,Important,,,Weekly,Slightly important,,,Daily,Slightly important,,,Weekly,Slightly important,,,Weekly,Slightly important,,,,Checking some documents; reading some incoming letters and proposals,,Social Media,EUR,NAPLES,ITALY,02,MID,JT,3.0,,3.0,,JT,3,3
28,NA00039,2017-09-01 05:38:00,Russian,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Important,,,Daily,Important,,,Weekly,Important,,,Weekly,Important,,,"I conduct interviews in Russian, so I need to be able to clearly speak and understand applicants' responses.  I do not need written Russian other than to understand signs and menus.  It would be helpful in language class to go over certain documents, like police certificates and birth/marriage/divorce certificates to understand how to read them.  It would be especially helpful to focus more on conversational practice instead of memorizing a speech.  I need to ask questions and understand answers every day.",,Interpret hand written documents such as birth/marriage certificates.,Customer Service,EUR,MOSCOW,RUSSIA,04,ENTRY,RU,2.0,0.5,2.0,0.5,RU,2,2
29,NA00040,2017-09-01 05:11:00,Chinese (Mandarin),Monthly,Important,,yes,Weekly,Important,yes,yes,Weekly,Slightly important,yes,yes,Weekly,Slightly important,yes,yes,Weekly,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,Never - not applicable,Not applicable,,,Daily,Important,yes,yes,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Weekly,Very important,,,Daily,Very important,yes,,Weekly,Important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Weekly,Important,,,Weekly,Important,yes,,Weekly,Important,,,Weekly,Important,,,"At work I use Chinese most frequently (a) in introducing myself and a summary of our agenda in meetings with officials, (b) in offering a few lines at the outset of speeches even if the balance of the speech will be in English + translation, and (c) in making brief remarks to groups of local staff in training sessions and other organized events.","reading Chinese newspaper articles, checking pronunciation of unfamiliar characters for example when looking up addresses.",,Customer Service,EAP,GUANGZHOU,PEOPLES REP OF CHINA,OC,SENIOR,CM,3.0,,3.0,,CM,3,3
30,NA00041,2017-09-01 04:54:00,Polish,Weekly,Very important,,,Weekly,Very important,,,Weekly,Important,,,Daily,Important,,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Weekly,Important,,,Monthly,Slightly important,,,Daily,Important,yes,,Daily,Important,yes,,Weekly,Important,yes,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Daily,Very important,,,Daily,Important,yes,,Daily,Important,,,Daily,Important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,,,,Social Media,EUR,WARSAW,POLAND,02,MID,PL,3.0,,3.0,,PL,3,3
31,NA00042,2017-09-01 04:49:00,Russian,Monthly,Very important,,yes,Monthly,Very important,,yes,Monthly,Very important,,yes,Daily,Important,,yes,Weekly,Very important,,yes,Weekly,Very important,,yes,Daily,Very important,,yes,Daily,Very important,yes,,Weekly,Very important,,yes,Daily,Very important,,yes,Daily,Very important,yes,,Daily,Very important,yes,,Daily,Very important,,yes,Never - not applicable,,,,Daily,Very important,,yes,Monthly,Very important,,yes,Daily,Very important,yes,,Daily,Important,,no,Monthly,Important,,,Never - not applicable,Important,,,Never - Can't do in the language,Important,,,Monthly,Important,,,Never - not applicable,Important,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,I use Russian when possible and utilize local staff or my language instructor to make sure that my grammar is correct.,I will look up words in Google translate.,I had outstanding preparation at FSI and the post-language program is an extremely important element for helping me do my job well.I will often meet with counterparts who do not speak English and the use of Russian helps open those cultural connections.,Social Media,SCA,DUSHANBE ,TAJIKISTAN,01,SENIOR,RU,3.0,,3.0,,RU,3,3
32,NA00043,2017-09-01 04:43:00,Russian,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Slightly important,,,Weekly,Important,,,Daily,Very important,,,Daily,Important,,,Weekly,Important,,,Daily,Important,,,Monthly,Important,,,Never - not applicable,,,,Weekly,Important,,,Monthly,Important,,,Every few months,Not important,,,Weekly,Slightly important,,,Weekly,Important,,,Weekly,Important,,,Monthly,Important,,,Daily,Slightly important,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,Never - not applicable,,,,Daily,Very important,,,,,"Unfortunate that this survey does not consider effectiveness or  use of long-term language skills development.  e.g. Did FSI language training provide you the skills you need?  Are the goals of language trainers in sync with officer needs, as well as mission and department needs?    ",Operations,SCA,ASTANA        ,KAZAKHSTAN,02,MID,RU,3.0,,3.0,,RU,3,3
33,NA00044,2017-09-01 03:36:00,Japanese,Weekly,Slightly important,,yes,Monthly,Very important,,,Weekly,Important,yes,,Weekly,Very important,yes,,Every few months,Slightly important,yes,yes,,Important,,yes,Never - not applicable,Slightly important,,,Every few months,Important,,,Daily,Very important,,yes,Daily,Very important,,yes,Weekly,Slightly important,yes,,Weekly,Slightly important,,,Every few months,Slightly important,,yes,Never - not applicable,Not applicable,,,Monthly,Slightly important,,yes,Daily,Very important,,,Weekly,Slightly important,,yes,Monthly,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,EAP,OSAKA KOBE,JAPAN,04,ENTRY,JA,2.0,,1.0,,JA,2,0
34,NA00045,2017-09-01 03:31:00,German,Weekly,Very important,,,Monthly,Very important,yes,,Monthly,Very important,,,Daily,Important,,,Daily,Important,,,Daily,Very important,,,Monthly,Slightly important,,,Monthly,Slightly important,,yes,Weekly,Very important,,,Daily,Very important,,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Very important,yes,,Daily,Very important,,yes,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,yes,yes,Daily,Important,,,Daily,Very important,,,Monthly,Important,,,Never - not applicable,,,,Weekly,Very important,,,Monthly,Very important,,,Daily,Very important,,,Weekly,Very important,,,Monthly,Very important,,,Weekly,Important,,,"Most LE Staff are extraordinary English speakers however they encourage my use of German in the office.  My biggest struggle is listening and comprehension of ""real"" German as the accent in my region can be difficult to understand, as well as the speed.  I am using the PLP 2x per week for 90 minutes per lesson to aid in my comprehension skills.","Dict.cc for a dictionary, Google translate for larger texts to confirm my understanding of the jist of the article.","I wish I knew formalities and various different ways to greet and say farewell better.  More protocol and how to ""work a room"" in German would be nice.  The ""Morgenkaffee"" did not meet this learning objective, though I believe that was the intent...it didn't work.  Daily life, i.e. in restaurants, talking with service workers (whose German is not native) is also a challenge.  I find that the emphasis on security and environment served me very well.",Floater,EUR,DUSSELDORF,GERMANY,04,ENTRY,GM,3.0,,3.0,,GM,3,3
35,NA00046,2017-09-01 03:03:00,Bulgarian,Weekly,Important,yes,yes,Never - not applicable,Not applicable,,,Weekly,Important,no,no,,,yes,yes,Every few months,Important,yes,,Every few months,Important,yes,yes,Monthly,Slightly important,,,Every few months,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Very important,yes,,Weekly,Very important,yes,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Very important,,,Monthly,Important,,,Every few months,Slightly important,,,Weekly,Important,,yes,Monthly,Important,,yes,Monthly,Important,,yes,Never - not applicable,Not important,,yes,Daily,Important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,"Having a good language base to work from is very helpful, however from a work standpoint, most of my dealings involve having LE staff present with me. My contacts appreciate my basic understanding of the language.",google translate,,Manager,EUR,SOFIA,BULGARIA,03,MID,BU,2.0,,2.0,,BU,2,2
36,NA00047,2017-09-01 02:59:00,Hungarian,Weekly,Important,yes,,Every few months,Important,yes,yes,Weekly,Important,yes,,Weekly,Important,yes,,Monthly,Slightly important,yes,yes,Weekly,Important,yes,,Daily,Important,yes,yes,Daily,Important,yes,yes,Weekly,Important,yes,yes,,,,,,,,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Important,yes,,Every few months,Slightly important,,yes,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Daily,Very important,yes,,Monthly,Slightly important,,yes,Never - Can't do in the language,Slightly important,,,Never - Can't do in the language,Slightly important,,,Weekly,Very important,,yes,Daily,Important,,,Daily,Important,yes,,Every few months,Slightly important,,yes,Daily,Important,yes,,"the working language in Embassy Budapest is overwhelmingly English, and we do business with most contacts in English. Local staff translate Hungarian media for us.","I use Google translate for short articles, emails, when LES are not available to assist.",,Social Media,EUR,BUDAPEST,HUNGARY,02,MID,HU,2.0,0.5,2.0,0.5,HU,3,3
37,NA00048,2017-09-01 02:32:00,Chinese (Mandarin),Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,EAP,GUANGZHOU,PEOPLES REP OF CHINA,04,ENTRY,CM,2.0,,1.0,,CM,2,1
38,NA00049,2017-09-01 01:58:00,Russian,Weekly,Important,,yes,Never - Can't do in the language,,,,Every few months,Slightly important,yes,,Daily,Slightly important,,,Every few months,Not important,,yes,Monthly,Important,yes,,Never - Can't do in the language,Not important,,,Daily,Slightly important,,,Never - Can't do in the language,Not important,,,Weekly,Important,,,Daily,Important,,,Weekly,Slightly important,,,Weekly,Very important,yes,yes,Daily,Slightly important,yes,,Weekly,Important,,,Monthly,Very important,yes,yes,Never - not applicable,,,,Never - Can't do in the language,,,,Daily,Important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,yes,yes,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,,,,,,Manager,EUR,MOSCOW,RUSSIA,03,MID,RU,2.0,,2.0,,RU,3,3
39,NA00050,2017-08-31 23:21:00,Burmese,Weekly,Important,yes,yes,Every few months,Important,yes,yes,Monthly,Slightly important,yes,yes,Weekly,Slightly important,yes,,Every few months,Slightly important,,yes,Monthly,Important,yes,yes,Never - not applicable,,,,Never - not applicable,,,,Every few months,Important,yes,yes,Weekly,Important,yes,yes,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,yes,Weekly,Important,,,Daily,Important,yes,yes,Daily,Important,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,EAP,RANGOON,BURMA,03,MID,BY,3.0,,2.0,,BY,2,1
40,NA00051,2017-08-31 23:03:00,Chinese (Mandarin),Every few months,Not important,yes,,Monthly,Important,yes,,Every few months,Slightly important,yes,,Daily,Important,yes,,Weekly,Important,,,Daily,Very important,,,Never - not applicable,,,,Every few months,Slightly important,,,Every few months,Important,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,EAP,BEIJING,PEOPLES REP OF CHINA,04,ENTRY,CM,2.0,,2.0,,CM,2,1
41,NA00052,2017-08-31 22:14:00,Thai,Daily,Very important,,no,Weekly,Very important,,,Weekly,Very important,,,Daily,Very important,,,Monthly,Important,,,Weekly,Important,,,Weekly,Important,,yes,Weekly,Important,,yes,Weekly,Important,,yes,Weekly,Important,,yes,Daily,Very important,,,Daily,Very important,,,Every few months,Important,yes,,Weekly,Slightly important,,,Never - not applicable,,,yes,Weekly,Important,,,Daily,,yes,,Daily,Important,,,Weekly,Important,yes,,Never - not applicable,Not important,,yes,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,"Need to use spoken Thai all the time in formal and informal interactions.  Need to read Thai for preparing speeches and presentations.  Less of a need to read articles in Thai because usually I am so busy that local staff will prepare translations.  Spoken skills used MUCH more frequently than reading skills although reading used for preparation of speeches, etc.",none,"Communicating daily in Thai with Official Residence Staff to prepare and plan for representational events--foods, décor, number of guests, seating arrangements, etc.",Executive,EAP,CHIANG MAI,THAILAND,01,SENIOR,TH,3.0,,2.0,,TH,3,3
42,NA00053,2017-08-31 20:01:00,Chinese (Mandarin),Monthly,Very important,,yes,Weekly,Very important,yes,yes,Monthly,Very important,yes,,Daily,Very important,yes,,Weekly,Slightly important,,,Monthly,Important,yes,,Daily,Very important,no,,Daily,Very important,,,Monthly,Important,,yes,Never - not applicable,Not applicable,,,Daily,Very important,yes,yes,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Monthly,Important,yes,yes,Every few months,Slightly important,yes,,Weekly,Very important,,,Never - not applicable,Not applicable,,,Every few months,Very important,,yes,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Very important,,,"I use my language outside of work FAR MORE than in a professional capacity. I have learned to socialize in Chinese Mandarin on my own, because FSI does not teach social engagement. I speak, text, order food and goods all in Mandarin, reading on a cell phone or tablet mostly, a skill that my wife and I have picked up since arrival a year ago. We did not learn this at FSI. ",ALL PROFESSIONAL TASKS because all LES speak good English. ,,Security,EAP,BEIJING,PEOPLES REP OF CHINA,03,MID,CM,2.0,,2.0,,CM,2,1
43,NA00054,2017-08-31 19:56:00,Chinese (Mandarin),Every few months,Important,yes,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - Can't do in the language,Not important,,,Never - Can't do in the language,Slightly important,,,Every few months,Important,yes,yes,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security,EAP,BEIJING,PEOPLES REP OF CHINA,01,SENIOR,CM,1.0,0.5,1.0,0.5,CM,2,2
44,NA00055,2017-08-31 18:00:00,Arabic,Daily,Very important,yes,yes,Every few months,Slightly important,yes,,Weekly,Important,yes,,Daily,Very important,yes,,Every few months,Slightly important,yes,,Weekly,Important,yes,,Weekly,Important,yes,,Daily,Very important,yes,,Weekly,Very important,yes,,Daily,Very important,yes,,Weekly,Very important,yes,,Weekly,Important,,,Every few months,Important,yes,,Never - not applicable,Not applicable,,,Monthly,Important,yes,,Weekly,Important,yes,,Weekly,Very important,yes,yes,Monthly,Important,yes,,Daily,Very important,yes,yes,Weekly,Very important,,yes,Weekly,Very important,,yes,Never - not applicable,Not applicable,,,Weekly,Very important,yes,yes,Weekly,Very important,,,Weekly,Important,,,Monthly,Slightly important,yes,,Weekly,Important,yes,,Difficult to function socially without the local dialect.,Google translate ,Interaction with law enforcement/security personnel at checkpoints ,Operations,NEA,RIYADH,SAUDI ARABIA,04,ENTRY,AD,2.0,,1.0,,AD,2,1
